longitude,latitude,technology
38.91463,-10.54505,Amaranth
38.92857,-10.54125,Amaranth
38.92766,-10.5445,Amaranth
38.92982,-10.55571,Amaranth
38.93293,-10.5584,Amaranth
38.92976,-10.5556,Amaranth
38.93375,-10.55821,Amaranth
38.93338,-10.55815,Amaranth
38.92735,-10.54501,Amaranth
38.93743,-10.5732,Amaranth
38.93513,-10.56901,Amaranth
38.9137,-10.54256,Amaranth
38.93514,-10.56894,Amaranth
38.93522,-10.569,Amaranth
38.91374,-10.54252,Amaranth
38.93506,-10.56887,Amaranth
38.91357,-10.54245,Amaranth
39.70111,-10.35775,Amaranth
39.70176,-10.35677,Amaranth
39.70745,-10.36145,Amaranth
39.70218,-10.35754,Amaranth
39.70166,-10.3569,Amaranth
39.70252,-10.35828,Amaranth
39.70361,-10.35865,Amaranth
39.71202,-10.37203,Amaranth
39.70124,-10.35798,Amaranth
39.70108,-10.35788,Amaranth
39.70085,-10.3583,Amaranth
39.7112,-10.37212,Amaranth
39.71145,-10.37082,Amaranth
39.71255,-10.37362,Amaranth
39.71154,-10.37161,Amaranth
39.70681,-10.36073,Amaranth
39.71247,-10.37282,Amaranth
39.70962,-10.36145,Amaranth
39.70327,-10.35886,Amaranth
39.70328,-10.3588,Amaranth
39.70383,-10.35965,Amaranth
39.71051,-10.36445,Amaranth
39.711,-10.37145,Amaranth
39.70494,-10.35873,Amaranth
39.70802,-10.36148,Amaranth
39.70485,-10.35842,Amaranth
40.18178,-10.29585,Amaranth
40.18179,-10.29581,Amaranth
39.84113,-10.3782,Amaranth
39.70505,-10.35824,Amaranth
39.70499,-10.35837,Amaranth
39.70413,-10.358459999999999,Amaranth
39.70428,-10.35812,Amaranth
39.703360000000004,-10.35844,Amaranth
39.70611,-10.35999,Amaranth
39.70731,-10.36056,Amaranth
39.84117,-10.37818,Amaranth
39.70889,-10.3612,Amaranth
39.84132,-10.37813,Amaranth
39.84136,-10.37813,Amaranth
39.71201,-10.36881,Amaranth
39.71016,-10.36403,Amaranth
39.71127,-10.36953,Amaranth
39.71206,-10.36933,Amaranth
39.70984,-10.36929,Amaranth
39.709,-10.36443,Amaranth
39.70902,-10.36447,Amaranth
39.70899,-10.3645,Amaranth
39.70893,-10.36447,Amaranth
39.84093,-10.37843,Amaranth
39.29718,-10.4657,Amaranth
39.29725,-10.46561,Amaranth
39.29713,-10.46565,Amaranth
39.29729,-10.46569,Amaranth
39.29726,-10.46581,Amaranth
39.29728,-10.4658,Amaranth
39.29726,-10.46586,Amaranth
39.29731,-10.4658,Amaranth
39.29728,-10.46576,Amaranth
39.29708,-10.46562,Amaranth
39.29713,-10.4655,Amaranth
39.29725,-10.4658,Amaranth
39.29723,-10.46574,Amaranth
39.29737,-10.46584,Amaranth
39.29728,-10.46582,Amaranth
39.29725,-10.46579,Amaranth
39.29732,-10.46578,Amaranth
39.31505,-10.45504,Amaranth
39.29727,-10.46582,Amaranth
39.29742,-10.46584,Amaranth
39.29735,-10.4658,Amaranth
39.29734,-10.46582,Amaranth
39.29738,-10.46585,Amaranth
39.29742,-10.46574,Amaranth
39.29726,-10.46578,Amaranth
39.27385,-10.35327,Amaranth
39.27587,-10.35736,Amaranth
39.27238,-10.35495,Amaranth
39.27478,-10.35646,Amaranth
39.27391,-10.35525,Amaranth
39.2738,-10.35525,Amaranth
39.27733,-10.35449,Amaranth
39.27242,-10.35493,Amaranth
39.27578,-10.35343,Amaranth
39.27208,-10.35503,Amaranth
39.27168,-10.37137,Amaranth
39.27166,-10.37146,Amaranth
39.2681,-10.36242,Amaranth
39.26749,-10.36471,Amaranth
39.2726,-10.35488,Amaranth
39.27673,-10.35454,Amaranth
39.27739,-10.35461,Amaranth
39.2773,-10.35798,Amaranth
39.27625,-10.35342,Amaranth
39.2765,-10.35785,Amaranth
39.2661,-10.36401,Amaranth
39.27651,-10.35781,Amaranth
39.26782,-10.35412,Amaranth
39.26817,-10.35433,Amaranth
39.27589,-10.35741,Amaranth
39.29943,-10.33229,Amaranth
39.29991,-10.33328,Amaranth
39.29995,-10.33328,Amaranth
39.2999,-10.33325,Amaranth
39.29989,-10.33328,Amaranth
39.29993,-10.33333,Amaranth
39.29998,-10.33332,Amaranth
39.29992,-10.33325,Amaranth
39.29996,-10.33326,Amaranth
39.29992,-10.33326,Amaranth
39.29684,-10.3314,Amaranth
39.27025,-10.34568,Amaranth
39.25929,-10.33967,Amaranth
39.25901,-10.33914,Amaranth
39.25653,-10.34699,Amaranth
39.25662,-10.34712,Amaranth
39.26027,-10.33776,Amaranth
39.25843,-10.34192,Amaranth
39.25353,-10.34706,Amaranth
39.25953,-10.33914,Amaranth
39.25995,-10.3386,Amaranth
39.25995,-10.33835,Amaranth
39.25634,-10.35033,Amaranth
39.25685,-10.34682,Amaranth
39.3017,-10.3362,Amaranth
39.43341,-10.27408,Amaranth
39.43231,-10.27046,Amaranth
39.4323,-10.27042,Amaranth
39.43199,-10.24985,Amaranth
39.43076,-10.24947,Amaranth
39.41951,-10.26156,Amaranth
39.42946,-10.24675,Amaranth
39.42847,-10.24757,Amaranth
39.42008,-10.25946,Amaranth
39.43127,-10.28065,Amaranth
39.43094,-10.2587,Amaranth
39.42541,-10.25186,Amaranth
39.41946,-10.26158,Amaranth
39.41571,-10.27317,Amaranth
39.43377,-10.25437,Amaranth
39.43185,-10.25021,Amaranth
39.432,-10.25013,Amaranth
39.43205,-10.25052,Amaranth
39.42926,-10.24728,Amaranth
39.4308,-10.25889,Amaranth
39.42926,-10.24719,Amaranth
39.42161,-10.23364,Amaranth
39.43087,-10.24944,Amaranth
39.43523,-10.2584,Amaranth
39.42932,-10.24716,Amaranth
39.65644,-10.13466,Amaranth
39.65818,-10.12698,Amaranth
39.65595,-10.13453,Amaranth
39.65698,-10.12608,Amaranth
39.65498,-10.13592,Amaranth
39.65892,-10.12741,Amaranth
39.65644,-10.13465,Amaranth
39.65664,-10.13363,Amaranth
39.65674,-10.13321,Amaranth
39.65622,-10.13226,Amaranth
39.65358,-10.13752,Amaranth
39.6583,-10.13394,Amaranth
39.65742,-10.13305,Amaranth
39.65789,-10.12792,Amaranth
39.65728,-10.13308,Amaranth
39.65722,-10.13319,Amaranth
39.65738,-10.133,Amaranth
39.65672,-10.13109,Amaranth
39.65832,-10.13399,Amaranth
39.65674,-10.13107,Amaranth
39.6496,-10.13587,Amaranth
39.6534,-10.1369,Amaranth
39.65377,-10.13572,Amaranth
39.65741,-10.12991,Amaranth
39.6574,-10.12986,Amaranth
39.65431,-10.13381,Amaranth
39.65472,-10.13591,Amaranth
39.64856,-10.13502,Amaranth
39.58521,-10.08996,Amaranth
39.57363,-10.0924,Amaranth
39.57483,-10.09162,Amaranth
39.56686,-10.09988,Amaranth
39.57354,-10.09231,Amaranth
39.58711,-10.09108,Amaranth
39.57789,-10.08888,Amaranth
39.57147,-10.09507,Amaranth
39.57146,-10.09506,Amaranth
39.58785,-10.09183,Amaranth
39.56759,-10.09843,Amaranth
39.57144,-10.09509,Amaranth
39.58397,-10.09012,Amaranth
39.57147,-10.09509,Amaranth
39.56683,-10.09992,Amaranth
39.57145,-10.09502,Amaranth
39.5879,-10.09185,Amaranth
39.58549,-10.09017,Amaranth
39.58536,-10.09029,Amaranth
39.57785,-10.08891,Amaranth
39.57389,-10.09295,Amaranth
39.60844,-10.11981,Amaranth
39.57147,-10.09505,Amaranth
39.58533,-10.09005,Amaranth
39.60845,-10.11976,Amaranth
39.29393,-9.08211,Amaranth
39.3147,-9.060485,Amaranth
39.31525,-9.060767,Amaranth
39.28265,-9.091735,Amaranth
39.28248,-9.092575,Amaranth
39.31491,-9.064143,Amaranth
39.28261,-9.091768,Amaranth
39.32014,-9.079172,Amaranth
39.32014,-9.079172,Amaranth
39.32014,-9.079172,Amaranth
39.32014,-9.078893,Amaranth
39.27926,-9.097935,Amaranth
39.282470000000004,-9.092133,Amaranth
39.32014,-9.079172,Amaranth
39.27736,-9.099249,Amaranth
39.32014,-9.079172,Amaranth
39.28257,-9.092703,Amaranth
39.28267,-9.092497,Amaranth
39.27714,-9.098797,Amaranth
39.31493,-9.063995,Amaranth
39.32014,-9.079172,Amaranth
39.28233,-9.093935,Amaranth
39.32014,-9.079172,Amaranth
39.32014,-9.079172,Amaranth
39.28212,-9.09427,Amaranth
39.31582,-9.06401,Amaranth
39.31657,-9.063109,Amaranth
39.32512,-9.065443,Amaranth
39.31609,-9.05816,Amaranth
39.32457,-9.064948,Amaranth
39.3162,-9.058227,Amaranth
39.31705,-9.062399,Amaranth
39.31625,-9.055611,Amaranth
39.31625,-9.055611,Amaranth
39.31625,-9.055611,Amaranth
39.31625,-9.055611,Amaranth
39.31907,-9.057097,Amaranth
39.31625,-9.055611,Amaranth
39.31625,-9.055611,Amaranth
39.31625,-9.055611,Amaranth
39.32125,-9.058273,Amaranth
39.31625,-9.055611,Amaranth
39.32515,-9.065321,Amaranth
39.31625,-9.055611,Amaranth
39.31619,-9.058196,Amaranth
39.32572,-9.064652,Amaranth
39.31625,-9.055611,Amaranth
39.31835,-9.061602,Amaranth
39.31916,-9.057085,Amaranth
39.32446,-9.065073,Amaranth
-7.671873,12.59086,Amaranth
-7.671829,12.59084,Amaranth
-7.671831,12.59083,Amaranth
-7.671888,12.59085,Amaranth
-7.671887,12.59086,Amaranth
-7.671847,12.59084,Amaranth
-7.671854,12.59087,Amaranth
-7.671869,12.59084,Amaranth
-7.671837,12.5908,Amaranth
-7.668293,12.59264,Amaranth
-7.668318,12.59267,Amaranth
-7.668254,12.59253,Amaranth
-7.6683,12.59269,Amaranth
-7.668258,12.59257,Amaranth
-7.668286,12.59255,Amaranth
-7.668247,12.59252,Amaranth
-7.668282,12.59257,Amaranth
-7.668299,12.59258,Amaranth
-7.668283,12.59257,Amaranth
-7.668303,12.5926,Amaranth
-7.668304,12.5926,Amaranth
-7.668303,12.5926,Amaranth
-7.668219,12.59267,Amaranth
-7.668225,12.59276,Amaranth
-7.668281,12.59259,Amaranth
-7.668214,12.59266,Amaranth
-7.926188,12.65238,Amaranth
-6.005373,11.36916,Amaranth
-6.005405,11.36974,Amaranth
-6.004589,11.36932,Amaranth
-6.005115,11.3701,Amaranth
-6.005246,11.37005,Amaranth
-6.004623,11.36942,Amaranth
-6.005626,11.37014,Amaranth
-6.005207,11.37008,Amaranth
-6.004674,11.36918,Amaranth
-6.004681,11.36928,Amaranth
-6.005336,11.36992,Amaranth
-5.998054,11.35817,Amaranth
-6.005207,11.37008,Amaranth
-6.005621,11.36944,Amaranth
-6.005461,11.36978,Amaranth
-6.005242,11.36996,Amaranth
-6.0053,11.36983,Amaranth
-6.005243,11.36993,Amaranth
-6.004838,11.36924,Amaranth
-6.004611,11.36948,Amaranth
-6.005603,11.36944,Amaranth
-6.005393,11.37021,Amaranth
-6.004998,11.36955,Amaranth
-6.005025,11.36964,Amaranth
-6.004933,11.36918,Amaranth
-6.004998,11.36956,Amaranth
-6.005005,11.36916,Amaranth
-6.004858,11.36922,Amaranth
-6.004708,11.36921,Amaranth
-6.004866,11.3692,Amaranth
-6.004735,11.3692,Amaranth
-6.004974,11.36979,Amaranth
-6.005045,11.36973,Amaranth
-6.005048,11.36964,Amaranth
-6.004453,11.36932,Amaranth
-6.004502,11.36926,Amaranth
-6.004733,11.36947,Amaranth
-6.004995,11.36956,Amaranth
-6.005631,11.36944,Amaranth
-6.004917,11.36977,Amaranth
-6.004457,11.36931,Amaranth
-6.004758,11.36946,Amaranth
-6.004706,11.3693,Amaranth
-6.004766,11.3695,Amaranth
-6.005749,11.36971,Amaranth
-6.005241,11.37025,Amaranth
-6.005582,11.36981,Amaranth
-6.005232,11.3697,Amaranth
-6.005018,11.3691,Amaranth
-6.004698,11.36962,Amaranth
-6.004683,11.36947,Amaranth
-5.666651,11.33226,Amaranth
-6.005258,11.3698,Amaranth
-5.997703,11.35671,Amaranth
-6.004922,11.36962,Amaranth
-5.666689,11.33238,Amaranth
-5.997378,11.35765,Amaranth
-6.00463,11.3693,Amaranth
-6.00502,11.36919,Amaranth
-6.004613,11.36934,Amaranth
-6.00569,11.36984,Amaranth
-5.666657,11.33238,Amaranth
-7.587589,11.36565,Amaranth
-7.58811,11.35905,Amaranth
-7.587902,11.35896,Amaranth
-7.587926,11.35933,Amaranth
-7.587933,11.35884,Amaranth
-7.587922,11.35883,Amaranth
-7.58805,11.35892,Amaranth
-7.588211,11.35932,Amaranth
-7.588096,11.35929,Amaranth
-7.583991,11.35687,Amaranth
-7.583991,11.35687,Amaranth
-7.481984,11.43188,Amaranth
-7.584004,11.35679,Amaranth
-7.582332,11.3659,Amaranth
-7.584004,11.35679,Amaranth
-7.587119,11.36544,Amaranth
-7.48888,11.43052,Amaranth
-7.585513,11.36943,Amaranth
-7.495412,11.43815,Amaranth
-7.476447,11.44026,Amaranth
-7.584013,11.35687,Amaranth
-7.588199,11.35905,Amaranth
-7.587095,11.36584,Amaranth
-7.584009,11.35682,Amaranth
-7.590509,11.35997,Amaranth
-7.584042,11.35741,Amaranth
-7.584075,11.35744,Amaranth
-7.587551,11.36618,Amaranth
-7.587968,11.35904,Amaranth
-7.58821,11.3591,Amaranth
-7.585298,11.36936,Amaranth
-7.583662,11.36508,Amaranth
-7.584075,11.35744,Amaranth
-7.587551,11.36618,Amaranth
-7.587137,11.36601,Amaranth
-7.583693,11.35692,Amaranth
-7.582296,11.36592,Amaranth
-7.582318,11.36594,Amaranth
-7.58704,11.36559,Amaranth
-7.587574,11.36572,Amaranth
-7.587248,11.36571,Amaranth
-7.587725,11.36631,Amaranth
-7.587426,11.3664,Amaranth
-7.587703,11.36626,Amaranth
-7.588154,11.36217,Amaranth
-7.588004,11.36237,Amaranth
-7.587121,11.36554,Amaranth
-7.584078,11.35703,Amaranth
-7.584087,11.35701,Amaranth
-7.587932,11.35911,Amaranth
-7.584061,11.35698,Amaranth
-7.587818,11.36625,Amaranth
-7.584118,11.35702,Amaranth
-7.436302,11.35783,Amaranth
-7.490457,11.43247,Amaranth
-7.43664,11.3578,Amaranth
-7.436395,11.35786,Amaranth
-7.427664,11.37937,Amaranth
-7.490388,11.43249,Amaranth
-7.49043,11.43246,Amaranth
-7.427294,11.37984,Amaranth
-7.427632,11.37934,Amaranth
-7.49047,11.43244,Amaranth
-7.427661,11.37934,Amaranth
-7.427513,11.37939,Amaranth
-7.490556,11.43242,Amaranth
-7.490438,11.43252,Amaranth
-7.427358,11.37672,Amaranth
-7.490398,11.43252,Amaranth
-7.436721,11.35789,Amaranth
-7.427368,11.37715,Amaranth
-7.490551,11.43232,Amaranth
-7.427766,11.37952,Amaranth
-7.427506,11.37949,Amaranth
-7.427237,11.38001,Amaranth
-7.427269,11.37987,Amaranth
-7.490513,11.43241,Amaranth
-7.427357,11.37673,Amaranth
-7.427611,11.37946,Amaranth
-7.490401,11.43254,Amaranth
-7.490383,11.43253,Amaranth
-7.490398,11.43253,Amaranth
-7.427379,11.37952,Amaranth
-7.49047,11.4325,Amaranth
-7.427327,11.37685,Amaranth
-7.427319,11.37713,Amaranth
-7.427167,11.37675,Amaranth
-7.4272030000000004,11.37642,Amaranth
-7.427131,11.3768,Amaranth
-7.42723,11.37689,Amaranth
-7.427202,11.37678,Amaranth
-7.427384,11.37944,Amaranth
-7.490463,11.43241,Amaranth
-7.427392,11.37713,Amaranth
-7.427283,11.37663,Amaranth
-7.42727,11.37666,Amaranth
-7.427368,11.37667,Amaranth
-7.427398,11.37642,Amaranth
-7.427065,11.37642,Amaranth
-7.427278,11.37647,Amaranth
-7.427209,11.37645,Amaranth
-7.427401,11.37699,Amaranth
-7.42735,11.37712,Amaranth
-7.67815,11.34759,Amaranth
-7.678185,11.34763,Amaranth
-7.678125,11.34761,Amaranth
-7.677965,11.34761,Amaranth
-7.677964,11.34761,Amaranth
-8.146232,12.38925,Amaranth
-8.146167,12.38926,Amaranth
-8.116524,12.73729,Amaranth
-8.146195,12.38927,Amaranth
-8.116594,12.73729,Amaranth
-7.938343,12.39076,Amaranth
-7.93878,12.39085,Amaranth
-7.938682,12.39094,Amaranth
-7.93872,12.39086,Amaranth
-7.938583,12.39066,Amaranth
-7.938639,12.39086,Amaranth
-7.938085,12.39099,Amaranth
-7.937964,12.390930000000001,Amaranth
-7.938171,12.3908,Amaranth
-7.938216,12.39085,Amaranth
-7.938339,12.39074,Amaranth
-7.938203,12.39085,Amaranth
-7.938749,12.39076,Amaranth
-7.938498,12.39067,Amaranth
-7.938781,12.39083,Amaranth
-7.938687,12.3909,Amaranth
-7.938422,12.39082,Amaranth
-8.279863,12.35164,Amaranth
-8.341835,12.36861,Amaranth
-8.278584,12.30957,Amaranth
-8.278728,12.30958,Amaranth
-8.29649,12.37145,Amaranth
-8.296465,12.37151,Amaranth
-8.296446,12.37155,Amaranth
-8.339407,12.36562,Amaranth
-8.278458,12.30947,Amaranth
-8.302518,12.36987,Amaranth
-7.528049,12.91621,Amaranth
-7.528124,12.91634,Amaranth
-7.569723,12.84889,Amaranth
-7.569683,12.8489,Amaranth
-7.569725,12.84888,Amaranth
-7.627378,12.82426,Amaranth
-7.626113,12.82327,Amaranth
-7.626847,12.82449,Amaranth
-7.626071,12.82326,Amaranth
-7.621249,12.84087,Amaranth
-7.622512,12.84194,Amaranth
-7.619917,12.84163,Amaranth
-7.622821,12.84277,Amaranth
-7.62744,12.82286,Amaranth
-7.626846,12.82443,Amaranth
-7.482337,11.43194,Amaranth
-7.48217,11.43146,Amaranth
-7.482179,11.43109,Amaranth
-7.482183,11.43108,Amaranth
-7.485249,11.42677,Amaranth
-7.492121,11.43637,Amaranth
-7.483573,11.42496,Amaranth
-7.491455,11.43831,Amaranth
-7.486921,11.434,Amaranth
-7.475466,11.43493,Amaranth
-7.476703,11.43678,Amaranth
-7.47694,11.43648,Amaranth
-7.477181,11.43638,Amaranth
-7.477377,11.43706,Amaranth
-7.477911,11.43713,Amaranth
-7.47777,11.43712,Amaranth
-7.477195,11.43792,Amaranth
-7.478119,11.43697,Amaranth
-7.477972,11.43695,Amaranth
-7.478144,11.43687,Amaranth
-7.475433,11.4355,Amaranth
-7.476803,11.43138,Amaranth
-7.476985,11.43108,Amaranth
-7.478699,11.42971,Amaranth
-7.478301,11.43072,Amaranth
-7.502467,11.42269,Amaranth
-7.502466,11.4227,Amaranth
-7.502524,11.42292,Amaranth
-7.485757,11.43982,Amaranth
-7.476187,11.40281,Amaranth
-7.476176,11.4028,Amaranth
-7.476167,11.4028,Amaranth
-7.477546,11.40013,Amaranth
-7.476152,11.40281,Amaranth
-7.477688,11.39828,Amaranth
-7.476111,11.40284,Amaranth
-7.476031,11.40288,Amaranth
-7.477628,11.40015,Amaranth
-7.476021,11.4029,Amaranth
-7.473747,11.40253,Amaranth
-7.485703,11.43987,Amaranth
-7.497826,11.42083,Amaranth
-7.477742,11.39821,Amaranth
-7.476008,11.40289,Amaranth
-7.475998,11.40288,Amaranth
-7.475933,11.40288,Amaranth
-7.477779,11.39858,Amaranth
-7.475887,11.4029,Amaranth
-7.475888,11.40291,Amaranth
-7.493541,11.41442,Amaranth
2.292051,6.44099,Amaranth
2.292026,6.440629,Amaranth
2.292243,6.440604,Amaranth
2.293172,6.441336,Amaranth
2.292557,6.441839,Amaranth
2.292195,6.441064,Amaranth
2.337109,6.39617,Amaranth
2.33599,6.396423,Amaranth
2.339495,6.396548,Amaranth
2.339932,6.395968,Amaranth
2.339701,6.396287,Amaranth
2.370222,6.606768,Amaranth
2.370267,6.568233,Amaranth
2.370328,6.568202,Amaranth
2.326358,6.559237,Amaranth
2.294172,6.431082,Amaranth
2.29414,6.431103,Amaranth
2.295221,6.433195,Amaranth
2.293386,6.429349,Amaranth
2.291422,6.425577,Amaranth
2.34649,6.629385,Amaranth
2.338557,6.406216,Amaranth
2.35976,6.578991,Amaranth
2.355462,6.599615,Amaranth
2.298102,6.437258,Amaranth
2.298864,6.438199,Amaranth
2.299278,6.439112,Amaranth
2.299006,6.438236,Amaranth
2.2981,6.437254,Amaranth
2.299062,6.438814,Amaranth
2.254461,6.473537,Amaranth
2.37238,6.60553,Amaranth
2.264974,6.431945,Amaranth
2.250972,6.459681,Amaranth
2.254755,6.466817,Amaranth
2.295356,6.433764,Amaranth
2.32094,6.471895,Amaranth
2.321195,6.471802,Amaranth
2.328291,6.434662,Amaranth
2.322217,6.473094,Amaranth
2.31304,6.400684,Amaranth
2.313358,6.400606,Amaranth
2.301842,6.443188,Amaranth
2.301154,6.441508,Amaranth
2.312229,6.493092,Amaranth
2.311997,6.493813,Amaranth
2.311745,6.495088,Amaranth
2.311905,6.493033,Amaranth
2.312302,6.488795,Amaranth
2.311373,6.518167,Amaranth
2.398609,6.367104,Amaranth
2.396229,6.365213,Amaranth
2.398779,6.366971,Amaranth
2.399006,6.367367,Amaranth
2.395363,6.367405,Amaranth
2.396898,6.367315,Amaranth
2.396108,6.367325,Amaranth
2.39541,6.366772,Amaranth
2.398416,6.368221,Amaranth
2.397828,6.368375,Amaranth
2.398856,6.368463,Amaranth
2.397536,6.367942,Amaranth
2.398501,6.368571,Amaranth
2.39793,6.368035,Amaranth
2.398438,6.368474,Amaranth
2.398461,6.368561,Amaranth
2.366852,6.356458,Amaranth
2.322297,6.351459,Amaranth
2.357971,6.353253,Amaranth
2.355048,6.355533,Amaranth
2.358244,6.353368,Amaranth
2.333855,6.354217,Amaranth
2.33421,6.35406,Amaranth
2.358629,6.351056,Amaranth
2.366509,6.354818,Amaranth
2.367559,6.354204,Amaranth
2.36741,6.354181,Amaranth
2.459453,6.355836,Amaranth
2.458229,6.358243,Amaranth
2.460549,6.35839,Amaranth
2.461733,6.357825,Amaranth
2.460342,6.358009,Amaranth
2.4591,6.357999,Amaranth
2.353298,6.380637,Amaranth
2.355018,6.380514,Amaranth
2.353409,6.380529,Amaranth
2.349272,6.380792,Amaranth
2.349245,6.380532,Amaranth
2.349217,6.380934,Amaranth
2.349052,6.380948,Amaranth
2.386789,6.350492,Amaranth
2.385857,6.350542,Amaranth
2.399617,6.366264,Amaranth
2.396759,6.364684,Amaranth
2.3996,6.366123,Amaranth
2.395987,6.365352,Amaranth
2.397125,6.365564,Amaranth
2.399589,6.366078,Amaranth
2.397685,6.365157,Amaranth
2.398267,6.367847,Amaranth
2.600068,6.37651,Amaranth
2.603271,6.373436,Amaranth
2.601252,6.376849,Amaranth
2.601456,6.374524,Amaranth
2.599569,6.377328,Amaranth
2.603472,6.38328,Amaranth
2.601011,6.374419,Amaranth
2.601364,6.376876,Amaranth
2.60372,6.3726,Amaranth
2.600409,6.373415,Amaranth
2.603162,6.383227,Amaranth
2.603315,6.383229,Amaranth
2.603343,6.383205,Amaranth
2.603269,6.383227,Amaranth
2.603424,6.383172,Amaranth
2.594968,6.376555,Amaranth
2.595838,6.376195,Amaranth
2.595747,6.373633,Amaranth
2.59685,6.374451,Amaranth
2.603184,6.382912,Amaranth
2.597612,6.370186,Amaranth
2.595491,6.374005,Amaranth
2.596708,6.374006,Amaranth
2.603277,6.382995,Amaranth
2.603073,6.383142,Amaranth
2.603059,6.382986,Amaranth
2.574421,6.365472,Amaranth
2.571764,6.3641,Amaranth
2.572994,6.363505,Amaranth
2.572962,6.371842,Amaranth
2.57257,6.367754,Amaranth
2.571719,6.363566,Amaranth
2.571194,6.364054,Amaranth
2.571136,6.370376,Amaranth
2.572253,6.371496,Amaranth
2.573378,6.364766,Amaranth
2.613902,6.376031,Amaranth
2.614022,6.375769,Amaranth
2.613539,6.376042,Amaranth
2.687019,6.376342,Amaranth
2.603186,6.383137,Amaranth
2.574858,6.371185,Amaranth
2.5749,6.371337,Amaranth
2.572186,6.371984,Amaranth
2.572915,6.372146,Amaranth
2.573934,6.372668,Amaranth
2.57263,6.374911,Amaranth
2.571956,6.372354,Amaranth
2.572351,6.365538,Amaranth
2.572576,6.374881,Amaranth
2.548584,6.551952,Amaranth
2.620101,6.501764,Amaranth
2.554447,6.543735,Amaranth
2.540945,6.601223,Amaranth
2.55624,6.538162,Amaranth
2.544039,6.571543,Amaranth
2.553103,6.591398,Amaranth
2.530311,6.615356,Amaranth
2.530044,6.615668,Amaranth
2.57301,6.625963,Amaranth
2.541374,6.602651,Amaranth
2.542068,6.604828,Amaranth
2.552491,6.586628,Amaranth
2.531865,6.628444,Amaranth
2.620101,6.501764,Amaranth
2.542423,6.602511,Amaranth
2.541549,6.602681,Amaranth
2.541984,6.602945,Amaranth
2.531837,6.628446,Amaranth
2.540873,6.601298,Amaranth
2.552377,6.586553,Amaranth
2.542039,6.603498,Amaranth
2.541193,6.601233,Amaranth
2.540475,6.606469,Amaranth
2.534185,6.629822,Amaranth
2.540043,6.604965,Amaranth
2.54232,6.606422,Amaranth
2.541888,6.605386,Amaranth
2.552496,6.586619,Amaranth
2.542284,6.606408,Amaranth
2.620101,6.501764,Amaranth
2.531818,6.628454,Amaranth
2.541183,6.60121,Amaranth
2.552537,6.586673,Amaranth
2.538771,6.604193,Amaranth
2.541984,6.602945,Amaranth
2.542773,6.60139,Amaranth
2.54226,6.606418,Amaranth
2.541984,6.602945,Amaranth
2.540786,6.60125,Amaranth
2.541113,6.601263,Amaranth
2.541984,6.602945,Amaranth
2.541247,6.601897,Amaranth
2.542302,6.60637,Amaranth
2.531867,6.628396,Amaranth
2.531888,6.628448,Amaranth
2.540958,6.602004,Amaranth
2.559964,6.525166,Amaranth
2.563916,6.619846,Amaranth
1.791893,6.272304,Amaranth
1.726115,6.259105,Amaranth
1.773225,6.267932,Amaranth
1.715537,6.255757,Amaranth
1.729568,6.259818,Amaranth
1.72453,6.260909,Amaranth
1.790537,6.273141,Amaranth
1.790841,6.271898,Amaranth
1.790617,6.271967,Amaranth
1.79148,6.272468,Amaranth
1.791565,6.272526,Amaranth
1.790644,6.271814,Amaranth
1.750075,6.263229,Amaranth
1.787315,6.272094,Amaranth
1.722918,6.258318,Amaranth
1.823832,6.2809,Amaranth
1.717068,6.256415,Amaranth
1.773393,6.268017,Amaranth
1.824016,6.280686,Amaranth
1.763053,6.269472,Amaranth
1.7581,6.266002,Amaranth
1.751925,6.263187,Amaranth
1.770439,6.27143,Amaranth
2.583856,6.49142,Amaranth
2.625327,6.467129,Amaranth
2.625432,6.467072,Amaranth
2.625441,6.467704,Amaranth
2.599998,6.522853,Amaranth
2.632162,6.466717,Amaranth
2.636788,6.484136,Amaranth
2.63529,6.465389,Amaranth
2.639792,6.482417,Amaranth
2.634484,6.465773,Amaranth
2.597221,6.518973,Amaranth
2.651085,6.476992,Amaranth
2.650438,6.477342,Amaranth
2.636802,6.484432,Amaranth
2.580366,6.506611,Amaranth
2.634847,6.465896,Amaranth
2.63778,6.46523,Amaranth
2.643985,6.491886,Amaranth
2.579283,6.499267,Amaranth
2.639818,6.482352,Amaranth
2.634221,6.465547,Amaranth
2.63697,6.484207,Amaranth
2.631954,6.46681,Amaranth
2.580593,6.506786,Amaranth
2.580382,6.506579,Amaranth
2.583455,6.509775,Amaranth
2.583456,6.510063,Amaranth
2.596901,6.518698,Amaranth
2.638966,6.500155,Amaranth
